experiment_id,method,config,n_clusters,noise_ratio,coverage,silhouette,calinski_harabasz,davies_bouldin,mortality_separation,rank_silhouette,rank_calinski,rank_davies,rank_coverage,rank_noise,selection_score
gmm|n_clusters=5,gmm,"{""n_clusters"": 5}",5.0,0.0,1.0,-0.01577477722556824,157.40212095128672,3.96592020677054,,1.0,1.0,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.8
gmm|n_clusters=4,gmm,"{""n_clusters"": 4}",4.0,0.0,1.0,0.01773606031154929,223.99751235257227,3.7633975866536744,,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.7333333333333332
gmm|n_clusters=3,gmm,"{""n_clusters"": 3}",3.0,0.0,1.0,0.07718076205852836,227.6617895402282,4.458565486699823,,0.4444444444444444,0.7777777777777778,1.0,0.5555555555555556,0.5555555555555556,0.6666666666666666
birch|n_clusters=4,birch,"{""n_clusters"": 4}",4.0,0.0,1.0,0.05296651241159957,274.8296907257838,2.977378366962276,,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6
birch|n_clusters=5,birch,"{""n_clusters"": 5}",5.0,0.0,1.0,0.05892698018796944,249.52820969503935,2.7141482934119976,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.5555555555555556
kmeans|n_clusters=4,kmeans,"{""n_clusters"": 4}",4.0,0.0,1.0,0.07759884022430592,317.23513031516245,3.0963069570435375,,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.4666666666666667
kmeans|n_clusters=5,kmeans,"{""n_clusters"": 5}",5.0,0.0,1.0,0.06531404510686765,298.9812242321316,2.7012191490405066,,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.4666666666666667
kmeans|n_clusters=3,kmeans,"{""n_clusters"": 3}",3.0,0.0,1.0,0.08792468405479856,414.12986900722075,2.8233851856795265,,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.37777777777777777
birch|n_clusters=3,birch,"{""n_clusters"": 3}",3.0,0.0,1.0,0.23728361978856916,311.02781784608067,1.7556948101061878,,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.33333333333333337
